hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,random_noise
Resort Hotel,1.0,74.0,2015.0,October,41.0,5.0,3.0,6.0,2.0,0.0,0.0,HB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,86.0,0.0,2.0,Canceled,2015-08-11,Anthony Rivera,Anthony_R@yandex.com,721-404-6366,************2492,-0.806455106331031
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0182747452802166
City Hotel,0.0,3.0,2016.0,November,46.0,10.0,0.0,2.0,1.0,0.0,0.0,BB,BEL,Aviation,Corporate,0.0,0.0,0.0,D,D,0.0,No Deposit,,153.0,0.0,Transient-Party,95.0,0.0,0.0,Check-Out,2016-11-12,Matthew Hernandez,Matthew.Hernandez@xfinity.com,193-291-5336,************8340,-0.02507336124482
City Hotel,1.0,69.0,2017.0,June,26.0,30.0,1.0,2.0,2.0,0.0,0.0,BB,AUT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,150.0,0.0,0.0,Canceled,2017-04-22,Tiffany Graves,Tiffany.Graves@mail.com,299-844-4984,************4730,-1.6567935279641892
City Hotel,0.0,1.0,2016.0,January,5.0,28.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Corporate,Corporate,1.0,0.0,3.0,A,A,0.0,No Deposit,,40.0,0.0,Transient,65.0,0.0,1.0,Check-Out,2016-01-29,Tonya Martin,Martin.Tonya72@yahoo.com,774-281-5639,************9807,1.1647096704828546
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9609895579079444
City Hotel,0.0,89.0,2016.0,July,30.0,17.0,2.0,2.0,2.0,0.0,0.0,BB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,22.0,,0.0,Transient,72.25,0.0,3.0,Check-Out,2016-07-21,Jessica Wilson,JessicaWilson@xfinity.com,720-177-8121,************2190,-1.4635361097233963
City Hotel,1.0,277.0,2017.0,January,2.0,13.0,0.0,2.0,1.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,7.0,,0.0,Transient,56.62,0.0,0.0,Canceled,2016-08-19,Ms. Elizabeth Young,Ms._Y30@outlook.com,746-412-3779,************1682,0.3259002924587273
City Hotel,1.0,178.0,2017.0,June,23.0,9.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,86.0,,0.0,Transient,130.0,0.0,0.0,Canceled,2016-12-13,Dan Marks,Dan_Marks55@aol.com,981-546-7866,************6157,-1.988450439178392
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4330440683341529
City Hotel,1.0,133.0,2016.0,March,11.0,11.0,1.0,2.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,B,B,0.0,No Deposit,129.0,,0.0,Transient-Party,75.0,0.0,0.0,Canceled,2016-03-11,Julie Johnston PhD,PhD.Julie29@outlook.com,232-952-8480,************8016,-0.2581309909127564
Resort Hotel,0.0,22.0,2016.0,August,34.0,20.0,2.0,5.0,2.0,0.0,0.0,FB,PRT,Direct,Direct,1.0,0.0,1.0,D,D,0.0,No Deposit,,,0.0,Transient-Party,259.0,0.0,2.0,Check-Out,2016-08-27,Jacqueline James,James_Jacqueline@outlook.com,542-172-9975,************9506,-0.2062678899450254
City Hotel,0.0,0.0,2017.0,June,25.0,22.0,0.0,2.0,2.0,0.0,0.0,BB,DEU,Online TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,9.0,,0.0,Transient,220.0,0.0,0.0,Check-Out,2017-06-24,Renee Garcia,Renee.Garcia@yahoo.com,886-907-4355,************2189,0.2355749386455937
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.195448150082828
City Hotel,0.0,9.0,2017.0,August,35.0,28.0,1.0,3.0,2.0,2.0,0.0,BB,ESP,Direct,Direct,0.0,0.0,0.0,E,E,0.0,No Deposit,14.0,,0.0,Transient,210.0,0.0,0.0,Check-Out,2017-09-01,Stephen Tate,StephenTate73@zoho.com,139-549-5685,************2418,-1.5164494213796738
City Hotel,0.0,0.0,2015.0,November,47.0,18.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Corporate,Corporate,1.0,0.0,3.0,A,A,1.0,No Deposit,,40.0,0.0,Transient,65.0,0.0,0.0,Check-Out,2015-11-19,Thomas English,Thomas_English@xfinity.com,916-404-6043,************9767,-0.8146399330983024
City Hotel,0.0,56.0,2016.0,March,13.0,21.0,1.0,3.0,2.0,0.0,0.0,BB,CHE,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,15.0,,0.0,Transient,74.8,0.0,0.0,Check-Out,2016-03-25,Patricia Hall,PatriciaHall@xfinity.com,593-143-4710,************2620,1.1488853856639667
City Hotel,0.0,68.0,2017.0,April,14.0,5.0,0.0,2.0,1.0,0.0,0.0,BB,ITA,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,,418.0,0.0,Transient-Party,100.0,0.0,0.0,Check-Out,2017-04-07,Joseph Willis,Joseph.W39@hotmail.com,523-692-3229,************4340,-0.0973070130676765
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0777658098950302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8660416217622984
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1324523305804616
Resort Hotel,0.0,1.0,2016.0,March,12.0,13.0,2.0,0.0,1.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,240.0,,0.0,Transient,43.0,0.0,1.0,Check-Out,2016-03-15,Maxwell Perez,Maxwell.P70@aol.com,861-193-1015,************6998,-2.82867063406232
City Hotel,1.0,52.0,2016.0,May,22.0,28.0,2.0,2.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,8.0,,0.0,Transient,140.4,0.0,0.0,Canceled,2016-04-16,Jenna Sweeney,Jenna.S32@hotmail.com,908-116-3212,************3301,0.2633640116357646
City Hotel,0.0,102.0,2015.0,October,42.0,16.0,0.0,2.0,2.0,0.0,0.0,HB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,6.0,,0.0,Transient-Party,109.0,0.0,0.0,Check-Out,2015-10-18,Autumn Mitchell,Autumn_M@protonmail.com,628-817-9655,************2189,-0.8356891821753037
City Hotel,1.0,258.0,2015.0,July,27.0,2.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,1.0,1.0,0.0,A,A,0.0,No Deposit,1.0,,0.0,Transient-Party,62.8,0.0,0.0,Canceled,2014-10-17,David Ryan,David_Ryan26@yahoo.com,630-170-9287,************2264,1.8068003207703875
City Hotel,0.0,109.0,2016.0,November,48.0,21.0,1.0,4.0,2.0,0.0,0.0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,97.75,0.0,2.0,Check-Out,2016-11-26,Michael Scott,Scott.Michael@protonmail.com,663-430-2719,************9426,0.4124113709922804
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0239446046026275
City Hotel,0.0,217.0,2016.0,September,39.0,23.0,1.0,2.0,3.0,0.0,0.0,BB,DEU,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,159.3,0.0,1.0,Check-Out,2016-09-26,Kimberly Moyer,Kimberly_Moyer@protonmail.com,294-403-5723,************3158,0.2691288778574744
City Hotel,0.0,5.0,2016.0,August,34.0,15.0,1.0,0.0,2.0,0.0,0.0,BB,BEL,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,,,0.0,Transient,114.3,0.0,1.0,Check-Out,2016-08-16,Angela Jensen,Angela_Jensen80@gmail.com,839-291-5371,************1399,-2.012342564980245
City Hotel,1.0,64.0,2017.0,February,6.0,10.0,0.0,2.0,2.0,0.0,0.0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,104.4,0.0,0.0,Canceled,2016-12-09,Molly Nelson,Molly_Nelson@att.com,965-711-9569,************3536,-1.8490441307526115
City Hotel,1.0,372.0,2016.0,July,29.0,14.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient,62.0,0.0,0.0,Canceled,2015-10-21,Colleen Whitaker,Whitaker_Colleen@outlook.com,363-013-8122,************5469,-0.8811993120109068
City Hotel,0.0,4.0,2017.0,August,35.0,31.0,0.0,3.0,2.0,0.0,0.0,SC,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,132.67,0.0,1.0,Check-Out,2017-09-03,Travis Contreras,TravisContreras96@zoho.com,721-515-0841,************9669,1.224661757763709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.925852571157016
City Hotel,1.0,608.0,2017.0,March,10.0,9.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient,62.0,0.0,0.0,Canceled,2015-10-21,Bethany Silva,Silva.Bethany@yahoo.com,735-988-7702,************5985,0.1867248871420403
City Hotel,1.0,131.0,2017.0,June,26.0,26.0,1.0,3.0,1.0,0.0,0.0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,108.0,0.0,0.0,Canceled,2017-02-15,Nina Smith,Nina.S@zoho.com,945-309-6164,************1876,0.0727634270920464
City Hotel,0.0,195.0,2016.0,July,30.0,20.0,2.0,4.0,2.0,0.0,0.0,SC,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,8.0,,0.0,Transient,0.0,0.0,1.0,Check-Out,2016-07-26,Karen Garcia,Karen_G@xfinity.com,918-082-6948,************3276,-0.7443880420682926
City Hotel,0.0,3.0,2016.0,March,11.0,11.0,2.0,2.0,2.0,0.0,0.0,BB,NLD,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,85.0,,0.0,Transient,68.0,0.0,0.0,Check-Out,2016-03-15,Steven Greene,SGreene@xfinity.com,326-975-0413,************3835,1.7162201460096569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5876770967237657
City Hotel,1.0,566.0,2017.0,January,4.0,26.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient,59.0,0.0,0.0,Canceled,2015-10-21,Samantha Newton,Newton.Samantha63@protonmail.com,502-782-4357,************2301,1.2138155561643622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6386200630667219
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.085360065647603
Resort Hotel,1.0,160.0,2017.0,June,25.0,18.0,4.0,5.0,2.0,0.0,0.0,HB,FRA,Direct,Direct,0.0,0.0,0.0,F,F,1.0,No Deposit,250.0,,0.0,Transient,165.0,0.0,0.0,Canceled,2017-01-13,Kevin Cruz,Kevin.Cruz@gmail.com,706-591-2752,************5606,0.8670952578686414
City Hotel,1.0,29.0,2016.0,September,37.0,4.0,2.0,0.0,2.0,0.0,0.0,BB,USA,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,130.15,0.0,1.0,Canceled,2016-09-01,Christian Taylor,Christian_Taylor54@zoho.com,206-702-2573,************3186,-0.8112934186154092
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.020724738881011
City Hotel,0.0,1.0,2017.0,May,18.0,3.0,0.0,2.0,1.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,7.0,,0.0,Transient,112.0,0.0,1.0,Check-Out,2017-05-05,Mary Mclean,Mary_M@yahoo.com,841-590-2280,************3851,0.0012644033492047
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1744715714153376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3679516380651784
City Hotel,0.0,57.0,2016.0,September,39.0,24.0,2.0,5.0,2.0,0.0,0.0,BB,USA,Online TA,TA/TO,0.0,0.0,0.0,D,A,0.0,No Deposit,9.0,,0.0,Transient,146.96,0.0,1.0,Check-Out,2016-10-01,Leonard Schmitt,LeonardSchmitt@protonmail.com,760-256-2021,************2137,0.7667641358605841
Resort Hotel,0.0,6.0,2016.0,August,33.0,10.0,0.0,2.0,2.0,0.0,1.0,BB,CN,Direct,Direct,0.0,0.0,0.0,E,E,1.0,No Deposit,250.0,,0.0,Transient,227.1,1.0,2.0,Check-Out,2016-08-12,Susan Aguilar,Susan_A@mail.com,316-315-2498,************7875,0.1636756406662769
City Hotel,0.0,0.0,2016.0,July,30.0,18.0,1.0,0.0,1.0,0.0,0.0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,E,E,0.0,No Deposit,,210.0,0.0,Transient,139.0,1.0,0.0,Check-Out,2016-07-19,Angela Warren,Angela_W77@outlook.com,867-421-6942,************2335,-1.103444153961467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9572610352807804
City Hotel,0.0,92.0,2016.0,November,46.0,11.0,0.0,1.0,2.0,0.0,0.0,BB,THA,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,364.0,,0.0,Transient-Party,90.0,0.0,0.0,Check-Out,2016-11-12,Steve Valenzuela,Steve.V@gmail.com,167-213-6503,************8924,-2.064058267099518
Resort Hotel,0.0,297.0,2017.0,June,22.0,2.0,2.0,3.0,2.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,80.1,0.0,3.0,Check-Out,2017-06-07,Alyssa Simpson,Simpson.Alyssa64@hotmail.com,364-344-0389,************6259,0.9649038473908884
Resort Hotel,1.0,151.0,2017.0,July,28.0,11.0,2.0,5.0,2.0,2.0,0.0,HB,ITA,Online TA,TA/TO,0.0,0.0,0.0,C,C,0.0,No Deposit,240.0,,0.0,Transient,230.86,0.0,0.0,Canceled,2017-02-11,Christian Clark,Clark.Christian67@xfinity.com,617-274-8000,************8747,-0.492970374961736
City Hotel,1.0,290.0,2016.0,June,25.0,17.0,1.0,2.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,3.0,,108.0,Transient-Party,72.0,0.0,0.0,Canceled,2016-06-15,Caroline Hart,Hart.Caroline@zoho.com,126-404-3730,************5168,0.7622695921067423
City Hotel,1.0,188.0,2016.0,June,25.0,15.0,0.0,2.0,1.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,119.0,,39.0,Transient,130.0,0.0,0.0,Canceled,2016-01-18,Tammy Gross MD,TMD@protonmail.com,758-618-4930,************1154,0.7611834477447476
Resort Hotel,0.0,0.0,2017.0,January,1.0,4.0,0.0,0.0,2.0,0.0,0.0,BB,PRT,Direct,TA/TO,1.0,0.0,2.0,A,D,1.0,No Deposit,,,0.0,Transient,0.0,0.0,0.0,Check-Out,2017-01-04,Nichole Miller,NicholeMiller@verizon.com,695-482-8701,************3117,-2.3262660826929205
City Hotel,1.0,21.0,2016.0,August,34.0,15.0,2.0,5.0,2.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,D,D,0.0,No Deposit,,,0.0,Transient,137.7,0.0,1.0,Canceled,2016-08-12,Charles Estrada,Charles.Estrada@yandex.com,210-910-4458,************9370,0.0633752723212128
City Hotel,1.0,134.0,2016.0,August,32.0,1.0,2.0,5.0,3.0,0.0,0.0,BB,GRC,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,132.48,0.0,0.0,Canceled,2016-07-01,Michael Gray,Gray_Michael41@outlook.com,464-120-7877,************6236,0.2704655851842242
City Hotel,0.0,133.0,2017.0,April,16.0,19.0,0.0,4.0,2.0,0.0,0.0,BB,DOM,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,390.0,,0.0,Transient-Party,124.0,0.0,0.0,Check-Out,2017-04-23,Maria Garrison,Maria.Garrison@zoho.com,786-512-7258,************7486,-0.4056687784268209
City Hotel,0.0,66.0,2016.0,June,27.0,26.0,2.0,3.0,2.0,0.0,0.0,BB,BEL,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,14.0,,0.0,Transient,99.9,0.0,1.0,Check-Out,2016-07-01,Mary Ellis DVM,Mary_D@gmail.com,851-420-1238,************4086,0.9212986885988536
City Hotel,0.0,98.0,2016.0,May,21.0,19.0,0.0,1.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,D,1.0,No Deposit,9.0,,0.0,Transient,126.9,0.0,1.0,Check-Out,2016-05-20,Ryan Hunter,RHunter37@comcast.net,152-967-4014,************5585,-0.237823991646729
City Hotel,1.0,168.0,2016.0,April,17.0,22.0,1.0,2.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,26.0,,77.0,Transient,85.0,0.0,0.0,Canceled,2016-01-22,Daniel Bennett,Bennett_Daniel@yahoo.com,437-259-2797,************4387,0.7793090445939691
Resort Hotel,0.0,82.0,2017.0,August,35.0,29.0,0.0,3.0,2.0,0.0,0.0,BB,SWE,Online TA,TA/TO,0.0,0.0,0.0,E,E,1.0,No Deposit,240.0,,0.0,Transient,230.0,0.0,3.0,Check-Out,2017-09-01,Jonathan Hubbard,Hubbard_Jonathan@yandex.com,410-879-0003,************6739,-0.1109851627603653
City Hotel,1.0,221.0,2015.0,October,41.0,10.0,2.0,1.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,1.0,0.0,A,A,0.0,No Deposit,3.0,,0.0,Transient-Party,65.0,0.0,0.0,Canceled,2015-07-21,Tracy Herring,THerring46@verizon.com,307-836-9125,************5633,-0.7049821832738327
Resort Hotel,0.0,2.0,2016.0,October,42.0,15.0,1.0,1.0,2.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,D,D,0.0,No Deposit,250.0,,0.0,Transient,67.5,0.0,0.0,Check-Out,2016-10-17,Patricia Kaiser,Kaiser_Patricia93@protonmail.com,361-944-2220,************1425,1.1720599685795337
City Hotel,1.0,58.0,2017.0,April,15.0,14.0,0.0,2.0,3.0,0.0,0.0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,180.0,0.0,0.0,Canceled,2017-02-21,Katie Miller,KatieMiller@zoho.com,790-314-5530,************6325,-1.1892819841443043
City Hotel,1.0,167.0,2017.0,July,30.0,26.0,1.0,4.0,2.0,0.0,0.0,SC,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,115.0,0.0,0.0,Canceled,2017-02-10,Joseph Morrison,Morrison.Joseph80@comcast.net,175-992-8349,************6033,-1.4063286074676378
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1336347983542074
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.529109498793833
City Hotel,0.0,7.0,2016.0,March,11.0,7.0,1.0,1.0,1.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient-Party,96.0,0.0,1.0,Check-Out,2016-03-09,Stephen Barber,Stephen.Barber@comcast.net,322-459-4318,************1697,0.0515159174152612
Resort Hotel,0.0,130.0,2016.0,July,31.0,25.0,1.0,2.0,4.0,0.0,0.0,BB,USA,Online TA,TA/TO,0.0,0.0,0.0,A,C,4.0,No Deposit,240.0,,0.0,Transient,208.0,0.0,0.0,Check-Out,2016-07-28,Victoria Avila,Victoria.Avila73@hotmail.com,729-811-8812,************2121,-1.2358212304378935
City Hotel,1.0,111.0,2017.0,April,17.0,27.0,1.0,3.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,31.0,,0.0,Transient,120.0,0.0,0.0,Canceled,2017-01-06,Dr. Sarah Anderson DDS,Dr.DDS@yandex.com,575-229-0125,************9879,0.3585453993252242
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6900599564043323
City Hotel,0.0,35.0,2016.0,March,10.0,4.0,0.0,2.0,2.0,0.0,0.0,SC,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,73.1,0.0,1.0,Check-Out,2016-03-06,Xavier Brown,Xavier.Brown@xfinity.com,833-710-3159,************7411,0.1919142984010478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1915825723748927
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6846976078269601
City Hotel,0.0,15.0,2015.0,September,37.0,9.0,0.0,4.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,116.75,0.0,1.0,Check-Out,2015-09-13,Phillip Mills,Phillip_M32@zoho.com,660-608-5844,************9464,-1.558604674855979
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.239432885477455
Resort Hotel,0.0,6.0,2017.0,February,5.0,1.0,0.0,2.0,1.0,0.0,0.0,SC,,Corporate,Corporate,0.0,0.0,1.0,A,I,0.0,No Deposit,,356.0,0.0,Transient-Party,0.0,0.0,1.0,Check-Out,2017-02-03,Elizabeth Strickland,Elizabeth_Strickland@outlook.com,320-989-9925,************2317,0.9615226092466054
City Hotel,1.0,305.0,2016.0,November,45.0,4.0,1.0,2.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,21.0,,0.0,Transient,89.0,0.0,0.0,Canceled,2016-02-01,Mrs. Lisa Ramos,Mrs._Ramos@hotmail.com,399-128-3962,************9681,1.289620038490942
City Hotel,1.0,24.0,2016.0,March,13.0,24.0,0.0,1.0,2.0,1.0,0.0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,159.0,0.0,0.0,Canceled,2016-03-01,Terry Morton,Terry_Morton@outlook.com,411-931-6203,************1138,-0.7768327702868796
City Hotel,0.0,46.0,2016.0,August,34.0,14.0,2.0,1.0,2.0,0.0,0.0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,135.9,0.0,2.0,Check-Out,2016-08-17,Dominic Cowan,DCowan24@hotmail.com,807-617-3462,************9729,0.6230404719974494
City Hotel,1.0,222.0,2016.0,December,49.0,2.0,1.0,2.0,2.0,0.0,0.0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,72.9,0.0,2.0,Canceled,2016-09-16,Jennifer Gray,Jennifer_Gray52@hotmail.com,444-119-9360,************2726,0.981081816334678
City Hotel,0.0,377.0,2016.0,October,42.0,14.0,0.0,2.0,2.0,0.0,0.0,HB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,6.0,,0.0,Transient-Party,115.0,0.0,1.0,Check-Out,2016-10-16,Mary Cooper,MCooper@hotmail.com,734-892-9609,************2896,-0.06866896044646
City Hotel,1.0,133.0,2016.0,August,34.0,20.0,0.0,1.0,2.0,0.0,0.0,SC,DEU,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,94.5,0.0,0.0,Canceled,2016-08-19,Priscilla Roberson,Priscilla_R@gmail.com,692-845-4001,************7401,0.3325151017933447
Resort Hotel,0.0,6.0,2015.0,November,45.0,1.0,2.0,1.0,1.0,0.0,0.0,BB,NLD,Online TA,TA/TO,0.0,0.0,0.0,D,D,3.0,No Deposit,240.0,,0.0,Transient,58.0,0.0,2.0,Check-Out,2015-11-04,Jennifer Robertson,Jennifer_Robertson@protonmail.com,996-155-4579,************2156,-0.9406578923481712
Resort Hotel,0.0,76.0,2015.0,November,47.0,20.0,0.0,2.0,2.0,0.0,0.0,HB,PRT,Online TA,TA/TO,0.0,0.0,1.0,A,D,0.0,No Deposit,240.0,,0.0,Transient,26.0,0.0,1.0,Check-Out,2015-11-22,Stanley Palmer,Palmer.Stanley21@verizon.com,483-644-2533,************9386,-0.7040706896609469
City Hotel,1.0,283.0,2015.0,July,31.0,27.0,1.0,1.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,1.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient-Party,62.0,0.0,0.0,Canceled,2015-07-02,Elizabeth Martin,ElizabethMartin@aol.com,833-145-6931,************6184,-0.7249307504287514
City Hotel,0.0,150.0,2017.0,June,22.0,2.0,2.0,2.0,2.0,0.0,0.0,BB,DEU,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,14.0,,0.0,Transient-Party,126.0,0.0,0.0,Check-Out,2017-06-06,Deborah Robinson,Deborah_Robinson27@xfinity.com,430-737-1835,************8932,0.3137920467766945
City Hotel,0.0,80.0,2016.0,July,31.0,25.0,1.0,1.0,2.0,1.0,0.0,BB,NOR,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,D,1.0,No Deposit,83.0,,0.0,Transient,93.25,0.0,1.0,Check-Out,2016-07-27,William Coleman,Coleman.William17@verizon.com,744-179-8989,************1463,-1.2213484056489765
City Hotel,1.0,18.0,2016.0,February,7.0,12.0,1.0,2.0,2.0,0.0,0.0,SC,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,79.0,0.0,0.0,Canceled,2016-02-09,Derrick Flores,DerrickFlores@verizon.com,664-991-9706,************1509,-1.1158580393716342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.415817627540539
Resort Hotel,0.0,101.0,2017.0,May,19.0,7.0,2.0,5.0,2.0,0.0,0.0,HB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,40.0,,0.0,Contract,72.66,0.0,0.0,Check-Out,2017-05-14,John Thompson,Thompson_John@att.com,417-412-9888,************8537,-0.2812555120968408
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9857978110876392
Resort Hotel,0.0,2.0,2017.0,January,2.0,12.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Corporate,Corporate,1.0,0.0,8.0,A,D,0.0,No Deposit,,154.0,0.0,Transient,35.0,0.0,0.0,Check-Out,2017-01-13,Allen Miller,Allen.Miller@mail.com,651-533-0492,************4364,0.3720811735756651
